Country_Region,Confirmed,Deaths,Incident_Rate
US,9744,110,48962.36370031656
US,4788,58,46858.48502642396
US,2850,59,32364.297070179426
US,2776,35,41971.575446023584
US,38888,447,38309.14876220311
US,3299,57,27152.2633744856
US,3701,22,49235.06718105627
US,5308,58,37629.377569828444
US,123211,727,38127.87790265881
US,4992,74,34236.33495645018
US,16967,256,47674.84335047346
US,18619,192,36514.286834931656
US,1483,35,24845.032668788743
US,2809,57,31672.116360356296
US,6043,93,34206.951205705875
US,9998,74,39881.925884558616
US,13675,205,36695.64750711104
US,10071,151,38108.7524123056
US,4849,51,44319.53203546294
US,16837,159,47971.39438144623
US,3156,30,36184.36138500344
US,43810,491,39483.40813641198
US,12843,234,49377.16262975778
US,8537,91,45202.79572169861
US,6908,110,36291.04281586551
US,17694,185,39137.35899137359
US,6406,61,39724.66823762868
US,1109,31,25319.63470319635
US,19791,284,44289.03907264021
US,5233,84,39260.25958436492
US,283708,2681,37001.03161757897
US,19158,168,35402.38381225168
US,9104,138,41031.18802956553
US,54205,472,32458.472556557565
US,6088,77,41118.46548696474
US,15023,174,48235.67185744101
US,4832,80,33560.21669676344
US,27059,290,44495.420387088285
US,5560,80,36299.5364627538
US,3512,59,47440.22693502634
US,5226,60,52910.802875367015
US,9862,139,45756.97118730571
US,5767,95,43442.56120527307
US,8936,151,36400.6680516518
US,3104,67,33761.14857515771
US,10360,140,38225.96118367648
US,3623,41,44129.11084043849
US,35555,310,38236.52768666588
US,5149,62,42340.268070060025
US,8059,92,41814.97431640118
US,10265,129,33006.430868167205
US,4235,54,37829.38811969629
US,6323,118,37041.593438781485
US,23983,313,36661.16359411783
US,7724,91,44826.18536358888
US,3347,62,36352.775062452485
US,7499,69,26245.97508049839
US,2376,36,36615.811373092925
US,9476,118,43204.30401677837
US,3739,77,37126.40254195214
US,4508,90,42328.63849765258
US,11391,128,40455.30418723586
US,6747,36,50695.018408595686
US,13325,135,43514.46672327085
US,19282,171,41706.140635476826
US,2726,35,37501.71963131105
US,8965,123,37363.50754355256
US,23729,164,35522.986871060944
US,3129,40,28703.78864324374
US,2098,34,47519.818799547
US,4384,43,30047.978067169293
US,16035,211,62252.50407640345
US,25198,367,43537.908632248254
US,6503,51,52617.52568978073
US,22161,329,34104.86464857877
US,879,23,41698.29222011385
US,6680,70,40011.97963462114
US,9819,79,40143.090760425184
US,8412,100,46934.10701333482
US,22918,124,40204.19619675812
US,16931,186,34536.145561357705
US,7547,104,40636.44195563214
US,7089,67,36633.765696863215
US,11868,146,46055.3378089953
US,3570,48,29038.55539287457
US,5128,50,35001.023820899594
US,2761,48,32593.554479990555
US,2504,0,
US,5532,63,38467.42229330367
US,55374,428,41667.16831206357
US,5103,71,42190.98801157503
US,8354,106,41085.91944130232
US,4920,52,38015.76263328697
US,17191,234,47405.14008382969
US,3577,31,49979.04149783429
US,9530,60,35647.49008752899
US,18944,311,30532.677895076155
US,9060,147,35353.33827603699
US,45368,311,35834.57078765284
US,6803,73,31076.69818646933
US,14381,218,35823.535273017136
US,11209,145,29893.05811131557
US,5002,117,37776.60297560608
US,51124,549,40242.76009729296
US,88694,1289,36924.44755291336
US,68184,746,33516.19182445585
US,4607,58,46450.89735833838
US,1387,10,19891.00817438692
US,3141,63,33084.05308615968
US,4113,85,26247.606892150605
US,6468,91,33584.29825016875
US,9787,146,35637.03892509922
US,144599,1430,32859.00299732536
US,3349,39,48812.12651217024
US,8365,179,43715.70420695061
US,10224,165,30615.361581075013
US,8879,195,44361.72870347239
US,7541,100,33681.71870114788
US,23908,274,34237.43376772161
US,11668,157,35889.39128295038
US,5604,85,35594.51219512195
US,142493,1471,32946.89162599164
US,8197,174,26131.72660035705
US,5091,72,34186.14020950846
US,79177,542,32397.806784238302
US,35001,411,35856.536972155634
US,15460,161,33075.17864019511
US,47327,488,33615.55235139109
US,3940,65,35978.44945667063
US,8513,145,34224.49143684168
US,13037,188,34165.83678389853
US,114250,1196,29284.059219160103
US,64890,866,42334.56637895602
US,0,0,
US,7939,49,34224.2531361814
US,7975,98,36700.41417395306
US,42728,612,32956.929532272
US,2577,59,30525.94171997157
US,9019,107,44821.58831130106
US,8030,127,33620.83403115056
US,14458,120,30602.82787232241
US,17250,158,32485.87570621469
US,2276,27,22463.482037110145
US,7351,80,34845.46833522943
US,13287,191,31017.57826178304
US,27848,437,33909.697530563535
US,15850,199,29664.427018023245
US,15309,288,31022.533841290428
US,91451,943,35116.8693528506
US,45249,674,33577.969396993125
US,1334,13,30779.88001845869
US,38963,454,35273.08280750672
US,1242,0,
US,8802,144,39813.64212049937
US,19103,247,32099.94790878997
US,11781,202,24839.23338042126
US,16287,276,35257.825691648264
US,14458,203,37709.96348461137
US,9676,93,36561.49631588891
US,4853,77,44810.71098799631
US,3364,51,21608.427543679343
US,5565,75,40024.45339470656
US,28509,335,26329.69143954857
US,18328,199,27332.786518529567
US,66462,498,22529.262414280533
US,7323,71,24249.147322759032
US,10199,119,18548.0204411952
US,30176,309,24673.349577275923
US,8147,55,20484.26028361661
US,6944,44,20049.66218167119
US,0,0,
US,14603,177,25188.443294523506
US,37661,391,24752.87220338092
US,3929,46,23407.80458742925
US,7034,48,19617.3583221776
US,12972,123,25695.269788447826
US,1,0,
US,8086,80,20360.065466448446
US,5748,72,18317.98336467064
US,52008,361,25047.076444440165
US,21731,392,30860.883890025
US,119808,1277,20683.86869555309
US,172399,2826,20836.989496839386
US,149524,1966,25194.02180323173
US,14785,173,15979.465009456904
US,7330,92,21942.166077950067
US,28133,475,16701.39569122632
US,20355,286,19789.995624908854
US,38706,408,23708.63117661111
US,9556,116,29928.904757430548
US,58504,620,22540.81149078972
US,7197,124,24805.266423106088
US,50109,679,19616.662947608253
US,64177,462,19704.93413982621
US,3953,79,20353.20770260529
US,245966,2375,23409.994213315465
US,229478,2386,25236.02620399482
US,8845,131,17556.221591472975
US,6190,79,24164.58463460337
US,24582,251,21656.24174081579
US,7234,115,19456.17385223636
US,0,35,
US,40989,643,27136.22731696337
US,24868,366,24001.775907498384
US,10878,188,20808.78414568827
US,49617,785,23295.459880745573
US,35456,480,28377.5131258804
US,182344,2555,32260.883872919603
US,8316,26,28944.34582854756
US,256987,3272,32569.82588836476
US,14736,198,20997.435166714164
US,172065,2138,36894.36758639026
US,39721,453,24697.50668407636
US,437431,4822,27140.986002969537
US,173673,2330,24572.600898447174
US,143587,1962,27549.203571743776
US,268158,2242,33356.84351548127
US,201538,5,
US,240708,3065,28979.246877641093
US,1933,79,18577.60691975012
US,2125,19,23331.137461572245
US,32211,404,27278.73239555898
US,6584,161,23179.01777856011
US,5281,76,22641.91390842052
US,3914,88,26298.461331720755
US,2613,62,31830.917285905714
US,16986,193,27597.075548334687
US,31763,690,30800.1861800128
US,4143,77,23319.82438365417
US,42080,691,27431.37267684044
US,13520,214,31068.318128547464
US,42622,686,31769.76572574333
US,13133,172,25359.646243265684
US,5871,70,22457.254331943543
US,5802,131,22954.58142111093
US,10283,120,27532.19631047685
US,8182,185,26436.187399030696
US,28166,240,35386.64488975438
US,3200,37,22809.89379143204
US,12472,191,34853.56583948133
US,9390,131,37204.32663734696
US,35077,474,31810.679435557005
US,7617,109,22795.15187789915
US,329,5,
US,125355,2020,30889.843351494408
US,6802,135,26727.96573539236
US,4306,78,30812.16457960644
US,21552,275,23152.28600893778
US,13048,211,32050.305814153424
US,12764,225,27988.159193070936
US,9587,108,26866.38269252326
US,9757,166,31493.496013685806
US,84928,909,29044.54764950104
US,20016,208,30938.06513439572
US,5696,177,22668.842281211444
US,3614,101,32658.593891198267
US,17995,238,25754.23631783833
US,50425,645,31811.87306794524
US,75822,819,28604.951219696228
US,4512,70,25013.859629670696
US,201888,1859,30730.871977532708
US,664,16,31379.962192816634
US,2471,42,20847.042942714925
US,24350,476,27794.58262467611
US,4441,67,20408.069482101007
US,30950,365,31436.958486963056
US,58293,540,30361.728170004422
US,1676,24,26906.405522555782
US,2997,40,27752.569682378
US,300709,4613,34407.16636230909
US,4865,107,19810.245133968565
US,19376,170,29049.910793265262
US,8357,117,28674.8558880044
US,10312,129,23731.38793639104
US,7183,85,31532.04565408253
US,42516,181,
US,23527,265,28292.60666698735
US,3591,71,23753.141949993384
US,48415,538,32169.435215946844
US,17949,247,28094.477836213373
US,1998,53,21419.382504288165
US,48751,722,28087.87435327196
US,13711,183,27993.058391180075
US,385029,4563,30616.563187826818
US,7754,106,29296.8602410549
US,5082,121,24203.45763680526
US,1344,45,23496.503496503497
US,6012,99,25626.598465473147
US,1696,61,20580.026695789347
US,6790,117,27525.5391600454
US,87973,928,30145.290066134392
US,9333,55,
US,2383,66,18924.71410419314
US,5630,130,23439.77684333236
US,61110,1087,32072.174200557365
US,10617,226,25788.195287830946
US,2234,19,27600.69187052137
US,22230,269,32632.62969378468
US,50560,947,31773.16374239606
US,16096,238,26402.46702972246
US,15728,316,30104.316202507416
US,29,0,
US,20826,333,27519.589835749302
US,109512,643,29790.99621600594
US,537017,9107,30698.210699674102
US,8674,129,25791.68029496596
US,3702,65,23303.537706156363
US,119415,886,33456.983478136615
US,10509,102,30529.00676873021
US,14406,141,30528.94803763669
US,17064,202,41732.49529213236
US,1781,11,35684.23161691044
US,21404,126,31637.91701772279
US,7995,90,31969.769673704413
US,11461,124,31950.60076384824
US,32053,145,30500.81359609474
US,8642,96,29020.450653144835
US,3828,55,32440.67796610169
US,17290,135,30559.04134042666
US,23726,140,36943.72644888044
US,2543,32,28838.73894307099
US,826,6,15119.897492220392
US,3796,43,33904.9660593069
US,19391,190,29807.08631158251
US,137144,912,31966.733563158912
US,6739,24,32191.6499474539
US,13432,140,35216.69594399727
US,4474,61,32769.35472057424
US,5885,36,27934.684577775668
US,10580,91,34939.40094448664
US,15617,155,33700.90634441088
US,1822,16,30509.04219691896
US,386090,2952,30500.622905052205
US,5497,28,29553.763440860213
US,6122,70,28486.34312037597
US,11756,132,28958.518080599075
US,13638,175,30219.366275204964
US,2675,22,27168.393256144627
US,4362,62,26700.128542572074
US,15945,152,36910.57663371837
US,1253,32,29153.09446254072
US,3717,44,30394.96279336005
US,2201,31,33232.67401479692
US,2651,35,24913.07207969176
US,927,7,24786.096256684494
US,7498,55,25956.31252812684
US,1520,7,26955.13388898741
US,8301,82,32586.16628719479
US,2190,19,39623.66564139678
US,2530,25,27099.40017137961
US,6695,76,34014.12386323223
US,13049,122,36355.27818794751
US,7209,83,31043.83774007407
US,8464,135,32210.678540168206
US,11179,120,33484.09512969508
US,13867,83,34613.8485347711
US,2401,22,29301.928240175737
US,9889,76,28852.774698021825
US,8185,66,37842.71117481159
US,1801,17,28250.980392156864
US,53171,230,33590.240882414255
US,16465,191,28027.44016613897
US,4333,44,30689.14229053049
US,8584,76,29020.58893133642
US,2408,37,26386.14946307254
US,10695,128,34099.60464226502
US,3984,24,35416.48146501911
US,159678,1544,29015.429176789545
US,1071,14,26411.837237977805
US,4785,58,31542.51812788398
US,4573,59,31433.8740720374
US,20749,208,30981.604252523444
US,2788,35,29930.22007514761
US,5066,48,33405.86877678866
US,48027,295,32230.073886171005
US,31981,200,32889.4053764989
US,4257,29,28637.73965691221
US,60656,623,30469.68403074296
US,61649,422,38273.475089244144
US,12045,77,32865.83535703566
US,3314,17,33799.082100968895
US,2726,34,29419.382689402115
US,8475,73,34361.822899772946
US,1047,12,32126.4191469776
US,896,421,
US,6678,20,30878.069080316272
US,5241,67,38305.8032451396
US,6373,46,34241.34966688158
US,82684,571,31505.868007925623
US,3458,26,31733.50463430302
US,1951,26,31432.25390687933
US,15942,84,31578.321844544807
US,42819,344,30943.726197272663
US,3160,33,32547.12122772685
US,8590,153,27986.837389632816
US,12815,174,34679.18707547425
US,3885,70,31593.071480848987
US,6811,124,37476.6149444261
US,2819,51,34132.461557089235
US,11630,194,37971.79051847982
US,5590,79,38924.86595640972
US,3088,59,31044.5360410174
US,7015,105,41016.19598900778
US,2901,36,35334.95736906212
US,2565,50,28538.05073431241
US,4890,112,31465.156682324174
US,6224,104,32221.99213087596
US,8205,139,37086.42198517447
US,9238,129,32916.44396935685
US,8683,122,46592.61644129641
US,61488,593,33246.64089323853
US,27523,330,36747.80031242907
US,2368,40,30701.413198496044
US,8780,92,35836.73469387755
US,3897,61,28683.9393493302
US,6443,142,31038.63570671548
US,14973,163,31434.749748068527
US,66104,714,31768.55055747789
US,68037,859,29346.53209109731
US,5247,107,30846.56084656085
US,2397,48,29724.70238095238
US,307,9,23134.89073097212
US,9449,152,40397.60581445062
US,45938,503,31986.463997994662
US,6153,86,37557.22395165721
US,1791,40,25622.317596566525
US,3669,57,32970.884255930985
US,26502,316,38917.4425093248
US,2648,52,27181.2769451858
US,18938,189,35058.035135785554
US,22073,170,34846.78654310658
US,22120,386,29841.48397976391
US,4566,61,36278.40457651359
US,7703,127,33805.845694724834
US,34009,333,39806.40479423194
US,8667,183,30752.58134336302
US,10505,166,30758.644921383187
US,21310,258,36368.29080979606
US,31893,353,30010.72719060524
US,8795,152,35791.31567167216
US,12052,191,34147.44715815719
US,13798,232,39141.04164302735
US,3702,83,37872.122762148334
US,12873,247,44209.767154337525
US,7137,107,33956.60862118185
US,3635,52,34894.88336373236
US,13773,173,27775.425010587453
US,12443,180,36391.55357978475
US,17821,289,32089.673179076257
US,3754,66,31353.87956234862
US,12832,196,32661.37242924048
US,12842,159,39914.21644806366
US,10252,115,40802.35612512935
US,1835,35,27017.078916372204
US,47012,529,30277.385989656792
US,7887,123,28043.66377471199
US,1169,28,27053.92270307799
US,8673,161,32534.32365518793
US,5063,72,31810.756471475244
US,6731,82,36709.20593368237
US,7106,135,28299.482277976906
US,3888,71,28155.550727786227
US,8703,158,30729.847109918435
US,8946,117,40635.930047694754
US,7721,123,39833.87504514265
US,3057,50,31737.95681063123
US,0,0,
US,11645,136,40412.979351032445
US,4689,84,32822.343553128936
US,12825,219,28260.725854432472
US,13015,214,29640.84811769797
US,6967,91,34519.149779517415
US,4069,76,41996.078026628136
US,1943,47,22514.484356894554
US,6747,105,37577.27652464495
US,4831,63,39899.24017178725
US,10078,118,33944.08891882789
US,6722,71,26524.089492167463
US,5665,66,31983.965672990063
US,1815,24,35290.68636982306
US,6866,125,27044.27288482748
US,7963,151,22249.853306882003
US,3371,56,28679.598434575462
US,4457,102,27559.980212713333
US,5499,113,28282.672427094585
US,3260,48,26868.87002390176
US,53197,299,29478.064755656284
US,29734,349,34034.61379973444
US,12433,182,29269.268797966008
US,2076,42,23015.52106430156
US,14439,148,32270.969760632943
US,10881,197,23498.54227405248
US,23434,275,29711.80788883113
US,2691,48,31005.87625302454
US,1761,24,29438.314944834503
US,30193,348,28543.202873889204
US,3751,61,26141.194508328103
US,1996,43,26878.534877457583
US,24975,292,28190.078446864947
US,1922,49,28277.181109312933
US,33549,412,13422.391857506362
US,5749,130,28199.34271839898
US,24120,306,31428.757573783307
US,4792,81,27059.687164718503
US,6579,117,27504.18060200669
US,1815,49,24004.76127496363
US,4697,83,27829.126673776515
US,2027,32,24486.590964000967
US,2551,51,20331.55335936877
US,3966,93,25467.154690811018
US,3059,87,23200.606750094805
US,9718,138,33359.65123064777
US,31433,415,30233.631825483088
US,4094,115,27838.977288181693
US,2690,37,40937.4524425506
US,84976,1156,28993.537732952103
US,3140,75,31878.172588832487
US,2465,36,29513.88888888889
US,7064,96,32368.03519061584
US,2408,59,25230.51131601006
US,1314,34,29843.28866681808
US,2972,38,29717.028297170284
US,10995,233,27407.333549368097
US,2695,50,26617.28395061728
US,121175,1389,17236.572400716348
US,40835,585,33656.69919556904
US,67882,750,30158.920566373883
US,14723,153,27233.54666863971
US,139772,1350,28586.56325993009
US,1189,16,30032.836574892648
US,9621,193,26932.22853623716
US,9250,146,28280.54298642534
US,9297,186,24239.34298005476
US,3365,44,34421.03109656301
US,18483,162,31320.217579177468
US,3167,76,26568.791946308724
US,4454,109,29250.67314638471
US,4264,68,28206.65475954224
US,4264,59,35274.652547981466
US,1966,42,22605.496148097045
US,9802,135,34356.81738520855
US,6205,80,27170.81928449446
US,903,17,24965.440973182194
US,7090,129,27674.7726296889
US,4425,65,33573.59635811836
US,4386,61,27188.19737168361
US,2509,52,29025.913928736696
US,3116,63,26976.01939226041
US,4920,125,23852.232510786835
US,6109,93,35775.357226516746
US,13831,223,23749.91414245484
US,7218,51,32672.46061922868
US,2432,41,23098.1099819546
US,3793,52,27858.979067205288
US,2035,66,22182.254196642687
US,3800,87,24043.024359379942
US,6336,51,33110.36789297659
US,14937,191,35279.529511797635
US,12903,263,28948.017858344738
US,5220,65,28521.473063053218
US,12814,108,12271.830527303722
US,9932,121,30893.65143550344
US,10785,132,20501.07400155873
US,1177,26,25063.88415672913
US,2948,30,28596.37210204676
US,7202,116,29101.34152254728
US,6208,102,26970.197236945
US,1392,27,22200.956937799045
US,3194,68,24036.72486453944
US,7228,118,31756.073986204472
US,896,26,19227.4678111588
US,839,20,17115.46307629539
US,13875,172,36246.0815047022
US,1916,43,23463.13984815087
US,2075,18,34991.56829679595
US,119652,1050,29762.55030819209
US,2618,45,27859.955304884537
US,23553,330,35041.285427359966
US,294789,3746,29650.725956920352
US,76241,869,25364.96593207708
US,4846,42,27081.703364256176
US,7191,152,24775.19379844961
US,6942,132,21726.339509263897
US,2048,29,33634.42272951223
US,16064,252,28722.64339865541
US,5677,113,22352.15371289078
US,0,0,
US,6150,116,29908.087341341245
US,9926,116,27843.69828045668
US,7086,154,28653.45733926405
US,2979,58,23141.45886739688
US,10347,165,26134.06748838149
US,559,5,27769.49826130154
US,4585,95,25069.7140357592
US,2469,32,26118.69247857823
US,5861,103,44004.80516555297
US,2590,34,38766.65169884748
US,1545,22,24771.52477152477
US,2465,30,22983.682983682986
US,291,5,23242.811501597444
US,30042,375,36922.05589558292
US,1360,15,24134.871339840283
US,3518,53,30854.23609893001
US,485,9,28698.224852071005
US,2767,60,32125.856263787296
US,3255,30,35612.69146608315
US,798,12,28039.35347856641
US,2966,61,26841.62895927602
US,33849,303,32607.94173747182
US,41596,134,36349.33673558558
US,251,3,19952.305246422893
US,4730,77,34392.496182651055
US,178,5,21680.876979293545
US,672,10,19887.54069251258
US,5400,77,32759.03906818733
US,3149,26,25767.12216676213
US,283,1,14100.647732934727
US,8334,107,27362.26935452098
US,21851,202,31471.07961746745
US,528,4,22593.06803594352
US,5632,96,28188.18818818819
US,2392,23,27813.95348837209
US,452,9,27163.46153846154
US,597,12,32062.298603651987
US,1367,17,31089.379122128725
US,34011,224,28437.290969899663
US,1107,31,23893.805309734515
US,5132,39,30904.49235216187
US,45,1,9240.246406570845
US,1146,30,28983.308042488618
US,1477,11,24987.31179157503
US,418,10,24851.36741973841
US,2218,32,32191.58200290276
US,292,4,27112.34911792015
US,8512,173,19431.12815596037
US,3014,39,27899.65750254559
US,4013,76,36468.556888404215
US,3112,63,34821.5284771176
US,2435,53,20102.369355238174
US,917,13,27712.299788455726
US,9930,139,28440.498353143343
US,1731,32,17952.706907280648
US,911,13,24377.84318972438
US,1539,27,25036.603221083456
US,1411,25,29793.074324324323
US,148,1,21264.367816091955
US,0,0,
US,2164,42,29259.05895078421
US,459,14,21589.8400752587
US,246,8,25386.996904024767
US,51325,605,31819.590824550527
US,7830,92,24965.723942224915
US,1295,20,20562.0832010162
US,34,1,7343.41252699784
US,104,2,13959.73154362416
US,76,4,16344.086021505376
US,1285,15,24749.614791987675
US,2524,26,23407.21506074376
US,485,13,25273.579989577906
US,655,7,22165.820642978004
US,14323,149,28842.70726353733
US,1546,26,23935.59374516179
US,2320,20,28942.115768463074
US,7291,55,27777.354465102104
US,1759,28,20935.49154963104
US,891,11,22706.422018348625
US,637,14,11197.046932677096
US,2403,30,26969.696969696968
US,1740,33,28050.94309205223
US,2972,32,27752.357829862733
US,2046,27,23129.09789735473
US,2397,39,22241.811264730444
US,7991,87,39903.12593628284
US,1512,26,17603.911980440098
US,5975,90,25323.16168679805
US,360,4,20066.889632107024
US,1405,19,24929.02767920511
US,12048,162,32949.54191166416
US,179702,1296,31453.440849110928
US,410,6,24217.365623154164
US,1319,19,24148.66349322593
US,509,14,17086.2705605908
US,621,4,23639.13208983632
US,1327,18,28378.95637296835
US,4614,62,21447.49686236229
US,486,5,26456.178551986934
US,469,11,23819.19756221432
US,452,9,22713.56783919598
US,114,6,18298.555377207063
US,470,7,19949.066213921906
US,19550,192,31864.78248822389
US,2851,28,30577.005577005577
US,395,7,11686.39053254438
US,109,0,11822.125813449024
US,636,14,23026.79217958001
US,2615,26,25975.961060892023
US,129,5,18914.956011730206
US,1341,26,20806.82699767261
US,1434,15,20351.97275049673
US,945,19,18635.37763754684
US,1422,13,21893.76443418014
US,1796,31,22354.991287030123
US,136,0,16873.449131513647
US,832,16,22907.48898678414
US,1969,19,23631.781084973594
US,94771,481,29700.39800683193
US,10809,147,30958.927650799105
US,164,0,21925.13368983957
US,92,0,13855.421686746988
US,11571,86,32966.75118949258
US,77,1,15587.044534412957
US,2076,27,26769.82591876209
US,1351,36,29103.83455407152
US,898,18,25518.61324239841
US,1597,31,22905.909351692484
US,1104,19,26615.2362584378
US,3903,29,24375.46839870097
US,520,8,19900.49751243781
US,579,13,20027.672085783463
US,2783,27,30805.84458711534
US,1541,29,21558.47789591494
US,10382,89,31018.82282641172
US,1382,27,26510.64646077115
US,2707,28,25242.44684819097
US,2285,35,29052.76541640178
US,194,3,14296.241709653648
US,4452,19,31299.2125984252
US,58879,338,31453.12934037052
US,5594,58,25924.552785244232
US,11443,156,32127.01443090572
US,3759,57,21748.43786160611
US,1145,41,21826.153259626382
US,688,9,22925.69143618794
US,82,1,7032.590051457976
US,757,13,12787.162162162162
US,1298,13,25944.433339996
US,113,1,15650.969529085873
US,2146,37,29706.533776301218
US,1502,21,
US,875,12,21043.771043771045
US,5492,54,26494.283371122583
US,2142,19,22823.654768247205
US,851,15,24404.93260682535
US,139,2,17752.234993614304
US,4726,36,34549.309160026314
US,17441,238,31191.43000214608
US,7624,123,30607.410975952465
US,671243,9313,29613.03031038309
US,8816,98,18026.78662713424
US,12918,152,24476.107469021183
US,124,5,14203.89461626575
US,191,2,9413.504189255793
US,2791,67,16582.496583684868
US,1350,22,24403.47071583514
US,681,11,13139.108624348832
US,12266,185,21328.464614849592
US,1503,20,33362.93007769145
US,9156,305,19680.588096210475
US,2361,32,35107.80669144981
US,197,14,4778.074217802571
US,11506,0,
US,128178,1309,27184.05833062931
US,1776,26,18538.622129436324
US,17508,217,28559.77684615761
US,12304,76,25156.40973216111
US,19089,134,25089.045146875207
US,8341,134,26426.51205525457
US,23354,103,25981.79916783481
US,121573,1042,29152.4488939512
US,40280,308,26606.60144922749
US,84642,655,27324.231927662226
US,37116,249,28412.42258847305
US,11891,84,27559.912854030503
US,2330,1,
US,91788,1083,34811.69643873023
US,326525,3733,35027.2794952167
US,141872,1377,31856.36433448824
US,169517,1974,33470.22830527316
US,30511,332,33150.07768445985
US,52840,664,35338.099473673654
US,291824,3771,36524.79739666448
US,91632,1051,31419.989301732297
US,238646,2855,35492.146682510625
US,34702,307,27902.00287848453
US,111477,1348,30339.65653321721
US,275803,3040,33428.154490208006
US,223671,2384,36146.21966887257
US,165862,1678,33722.412548668784
US,215999,3282,35573.7780515361
US,193557,2460,38570.54038650847
US,18584,262,29789.212150356656
US,98247,1030,29868.301847787094
US,45639,519,32486.04863048801
US,1646,0,
US,196497,2498,35319.5252551942
US,32145,367,30536.63541280743
US,197256,2251,29045.781237805928
US,530,23,15026.935072299404
US,24728,362,38269.75160566432
US,9347,213,35040.29990627929
US,2806,71,23498.86944142032
US,15396,235,31449.93258977816
US,755,6,43192.21967963387
US,76839,937,35215.74738192901
US,19276,327,32972.97297297297
US,9894,115,36647.15904881843
US,1375,18,31976.74418604651
US,103,4,16480.0
US,1339,17,31896.141019533112
US,22978,410,32331.5041508372
US,6600,75,33721.64316370325
US,4587,25,23682.172543755485
US,8014,152,33801.50997511493
US,33328,656,46699.45493014979
US,986,22,21809.334218093343
US,17130,228,25381.538005630464
US,2564,70,31067.490609475342
US,13353,167,34307.95714395827
US,6228,110,33664.86486486487
US,52461,863,42321.59279756047
US,7662,85,28089.599296110275
US,45050,516,30698.88516368196
US,40271,400,26783.41026084412
US,2495,87,23121.11945139468
US,4752,102,28562.841858508145
US,7287,108,22268.74064113926
US,3331,61,21544.5314015911
US,7215,0,
US,933,20,22985.9571322986
US,24060,325,31373.87857291884
US,79420,617,25996.21611359515
US,10902,164,23653.207784600032
US,553117,8529,39001.14722321918
US,59296,604,31128.47003485784
US,19417,252,25509.413140297173
US,20651,182,26967.97952361053
US,29741,340,23436.01018100439
US,26845,265,32166.650690184048
US,11907,141,25222.954222890672
US,22943,132,28505.932782506057
US,14041,175,23613.797278888684
US,13569,135,28517.685630819025
US,10245,93,23212.86960462218
US,85482,739,29053.96678653244
US,271310,2922,29531.883026269672
US,7832,84,21233.563779314085
US,12239,58,24467.234416856583
US,16758,186,31392.016184927787
US,16743,208,29230.097765363127
US,11130,155,23586.50504365517
US,1105,5,25022.644927536232
US,17616,214,28728.45284495833
US,27473,160,25013.201740808858
US,963672,14205,37644.86388742073
US,7412,58,28186.796470946152
US,14516,141,23072.76599802905
US,16984,146,23941.0214121594
US,193746,1854,26119.41706998126
US,15172,238,30824.24168545946
US,550940,4337,40602.12657451707
US,596334,6168,36613.97452947309
US,60061,637,28698.73519335248
US,69636,881,30452.484136598
US,143714,1207,31206.35444533232
US,26432,222,24077.903385955164
US,146219,1255,37984.88076063802
US,10655,131,26405.13481363997
US,34956,238,29845.2921689833
US,13425,108,22565.67999596591
US,0,563,
US,31777,149,32319.975589910497
US,904779,13415,40143.56716350365
US,42135,316,26547.75256121073
US,227585,2708,47797.6154222576
US,119199,978,36587.7914846726
US,62003,417,26973.893145047263
US,44064,379,28373.653404078585
US,6647,44,21442.627181521984
US,4364,32,24507.21626326725
US,7754,95,22795.15522107244
US,26587,223,24677.00018563208
US,25561,278,26799.400287274977
US,569776,4963,38586.99811255715
US,24840,154,32930.32134902959
US,14190,95,29438.00178412132
US,26871,102,26297.70992366412
US,43566,420,24534.135257049213
US,985,2,
US,19090,157,29854.247466533216
US,16025,137,26182.9292203124
US,22104,203,24582.39729531351
US,336689,3002,34799.68082885274
US,10020,96,25138.613612985773
US,4471,43,17946.45365873239
US,61903,572,36519.00489059578
US,12774,159,34066.72533802704
US,3767,21,33824.18963814313
US,8468,113,34639.61384275546
US,7621,95,28015.29243098188
US,5553,48,31628.41032066982
US,16121,187,34304.37928246159
US,5475,78,28896.3952076846
US,12133,149,37079.02939918098
US,41118,378,28790.085422209773
US,71015,701,27188.91539141854
US,32001,366,35366.082776150746
US,72323,567,33412.79631143944
US,30392,357,36983.13417216286
US,2207,10,20309.19296954081
US,18539,164,26685.187051084595
US,6639,61,29370.90780392851
US,60653,678,38014.804043848046
US,18211,131,24454.142607761514
US,8781,137,30689.92031315532
US,5296,66,37983.21738506778
US,3486,51,31039.08823791292
US,36816,453,37587.67496707403
US,19242,294,34665.273474093825
US,32145,263,31471.817816896582
US,116118,740,34609.50376890039
US,6320,40,22764.110506789613
US,10060,33,27182.57721094869
US,56254,500,33562.63685124307
US,14938,124,34864.39807683331
US,20962,263,35685.46670979384
US,103313,395,32135.88065495446
US,17608,178,34208.8902704383
US,125590,969,32851.5936645784
US,26480,96,37999.5694912822
US,81942,970,36495.06299854362
US,2457,22,21250.648676699533
US,2968,31,35161.71069778462
US,19634,129,32483.49684827027
US,7207,78,34206.654326261334
US,160748,1459,29924.754362646
US,18892,206,37776.44471105779
US,42805,377,31479.819968229687
US,17219,262,27631.30445945729
US,33308,374,28367.27220078864
US,6384,101,26962.87536427757
US,19537,140,35371.329253720534
US,1706,15,34555.39801498886
US,61898,551,34046.18109413331
US,12191,109,27745.91469798352
